eng_clean,urdu_clean
but after i am risen again i will go before you into galilee,لیکن میں اپنے جی اٹھنے کے بعد تم سے پہلے گلیل کو جاونگا .
peter answered and said unto him though all men shall be offended because of thee yet will i never be offended,پطرس نے جواب میں اس سے کہا گو سب تیری بابت ٹھوکر کھائیں لیکن میں کبھی ٹھوکر نہ کھاونگا .
jesus said unto him verily i say unto thee that this night before the cock crow thou shalt deny me thrice,یسوع نے اس سے کہا میں تجھ سے سچ کہتا ہوں کہ اسی رات مرغ کے بانگ دینے سے پہلے تو تین بار میرا انکار کرے گا .
peter said unto him though i should die with thee yet will i not deny thee likewise also said all the disciples,پطرس نے اس سے کہا اگر تیرے ساتھ مجھے مرنا بھی پڑے تو بھی تیرا انکار ہرگز نہ کروں گا اور سب شاگردوں نے بھی اسی طرح کہا .
then cometh jesus with them unto a place called gethsemane and saith unto the disciples sit ye here while i go and pray yonder,اس وقت یسوع ان کے ساتھ گتسمنی نام ایک جگہ میں آیا اور اپنے شاگردوں سے کہا یہیں بیٹھے رہنا جب تک کہ میں وہاں جاکر دعا کروں .
and he took with him peter and the two sons of zebedee and began to be sorrowful and very heavy,اور پطرس اور زبدی کے دونوں بیٹوں کو ساتھ لے کر غمگین اور بے قرار ہونے لگا .
then saith he unto them my soul is exceeding sorrowful even unto death tarry ye here and watch with me,اس وقت اس نے ان سے کہا میری جان نہایت غمگین ہے . یہاں تک کہ مرنے کی نوبت پہنچ گئی ہے . تم یہاں ٹھہرو اور میرے ساتھ جاگتے رہو .
and he went a little further and fell on his face and prayed saying o my father if it be possible let this cup pass from me nevertheless not as i will but as thou wilt,پھر ذرا آگے بڑھا اور منہ کے بل گر کر یوں دعا کی کہ اے میرے باپ اگر ہوسکے تو یہ پیالہ مجھ سے ٹل جائے . تو بھی نہ جیسا میں چاہتا ہوں بلکہ جیسا تو چاہتا ہے ویسا ہی ہو .
and he cometh unto the disciples and findeth them asleep and saith unto peter what could ye not watch with me one hour,پھر شاگردوں کے پاس آکر ان کو سوتے پایا اور پطرس سے کہا کیا تم میرے ساتھ ایک گھڑی بھی نہ جاگ سکے
watch and pray that ye enter not into temptation the spirit indeed is willing but the flesh is weak,جاگو اور دعا کرو تاکہ آزمایش میں نہ پڑو . روح تو مستعد ہے مگر جسم کمزور ہے .
he went away again the second time and prayed saying o my father if this cup may not pass away from me except i drink it thy will be done,پھر دوبارہ اس نے جاکر یوں دعا کی کہ اے میرے باپ اگر یہ میرے پئے بغیر نہیں ٹل سکتا تو تیری مرضی پوری ہو .
and he came and found them asleep again for their eyes were heavy,اور آکر انہیں پھر سوتے پایا کیونکہ ان کی آنکھیں نیند سے بھریں تھیں .
and he left them and went away again and prayed the third time saying the same words,اور ان کو چھوڑ کر پھر چلا گیا اور پھر وہی بات کہہ کر تیسری بار دعا کی .
then cometh he to his disciples and saith unto them sleep on now and take your rest behold the hour is at hand and the son of man is betrayed into the hands of sinners,تب شاگردوں کے پاس آکر ان سے کہا اب سوتے رہو اور آرام کرو . دیکھو وقت آ پہنچا اور ابن آدم گنہگاروں کے حوالہ کیا جاتا ہے .
rise let us be going behold he is at hand that doth betray me,اٹھو چلیں . دیکھو میرا پکڑوانے والا نزدیک آ پہنچا ہے .
and while he yet spake lo judas one of the twelve came and with him a great multitude with swords and staves from the chief priests and elders of the people,وہ یہ کہہ ہی رہا تھا کہ یہوداہ جو ان بارہ میں سے ایک تھا آیا اور اس کے ساتھ ایک بڑی بھیڑ تلواریں اور لاٹھیاں لئے سردار کاہنوں اور قوم کے بزرگوں کی طرف سے آ پہنچی .
now he that betrayed him gave them a sign saying whomsoever i shall kiss that same is he hold him fast,اور اس کے پکڑوانے والے نے ان کو یہ نشان دیا تھا کہ جس کا میں بوسہ لوں وہی ہے . اسے پکڑ لینا .
and forthwith he came to jesus and said hail master and kissed him,اور فورا اس نے یسوع کے پاس آکر کہا اے ربّی سلام اور اس کے بوسے لئے .
and jesus said unto him friend wherefore art thou come then came they and laid hands on jesus and took him,یسوع نے اس سے کہا میاں جس کام کو آیا ہے وہ کرلے . اس پر انہوں نے پاس آکر یسوع پر ہاتھ ڈالا اور اسے پکڑ لیا .
and behold one of them which were with jesus stretched out his hand and drew his sword and struck a servant of the high priest s and smote off his ear,اور دیکھو یسوع کے ساتھیوں میں سے ایک نے ہاتھ بڑھا کر اپنی تلوار کھینچی اور سردار کاہن کے نوکر پر چلا کر اس کا کان اڑا دیا .
then said jesus unto him put up again thy sword into his place for all they that take the sword shall perish with the sword,یسوع نے اس سے کہا اپنی تلوار کو میان میں کرلے کیونکہ جو تلوار کھینچتے ہیں وہ سب تلوار سے ہلاک کئے جائیں گے .
thinkest thou that i cannot now pray to my father and he shall presently give me more than twelve legions of angels,کیا تو نہیں سمجھتا کہ میں اپنے باپ سے منّت کرسکتا ہوں اور وہ فرشتوں کے بارہ تمن سے زیادہ میرے پاس ابھی موجود کردے گا
but how then shall the scriptures be fulfilled that thus it must be,مگر وہ نوشتے کہ یونہی ہونا ضرور ہے کیونکر پورے ہونگے
but all this was done that the scriptures of the prophets might be fulfilled then all the disciples forsook him and fled,مگر یہ سب کچھ اس لئے ہوا ہے کہ نبیوں کے نوشتے پورے ہوں اس پر سب شاگرد اسے چھوڑ کر بھاگ گئے .
and they that had laid hold on jesus led him away to caiaphas the high priest where the scribes and the elders were assembled,اور یسوع کے پکڑنے والے اس کو کائفا نام سردار کاہن کے پاس لے گئے جہاں فقیہ اور بزرگ جمع ہوگئے تھے .
but peter followed him afar off unto the high priest s palace and went in and sat with the servants to see the end,اور پطرس دور دور اس کے پیچھے پیچھے سردار کاہن کے دیوان خانہ تک گیا اور اندر جاکر پیادوں کے ساتھ نتیجہ دیکھنے کو بیٹھ گیا .
now the chief priests and elders and all the council sought false witness against jesus to put him to death,اور سردار کاہن اور سب صدر عدالت والے یسوع کو مار ڈالنے کے لئے اس کے خلاف جھوٹی گواہی ڈھونڈنے لگے .
but found none yea though many false witnesses came yet found they none at the last came two false witnesses,مگر نہ پائی گو بہت سے جھوٹے گواہ آئے . لیکن آخرکار دو گواہوں نے آکر کہا کہ
and said this fellow said i am able to destroy the temple of god and to build it in three days,اس نے کہا ہے میں خدا کے مقدس کو ڈھا سکتا اور تین دن میں اسے بنا سکتا ہوں .
and the high priest arose and said unto him answerest thou nothing what is it which these witness against thee,اور سردار کاہن نے کھڑے ہوکر اس سے کہا تو جواب کیوں نہیں دیتا یہ تیرے خلاف کیا گواہی دیتے ہیں
but jesus held his peace and the high priest answered and said unto him i adjure thee by the living god that thou tell us whether thou be the christ the son of god,مگر یسوع خاموش ہی رہا . سردار کاہن نے اس سے کہا میں تجھے زندہ خدا کی قسم دیتا ہوں کہ اگر تو خدا کا بیٹا مسیح ہے تو ہم سے کہہ دے .
jesus saith unto him thou hast said nevertheless i say unto you hereafter shall ye see the son of man sitting on the right hand of power and coming in the clouds of heaven,یسوع نے اس سے کہا تونے خود کہہ دیا بلکہ میں تم سے کہتا ہوں کہ اس کے بعد تم ابن آدم کو قادر مطلق کی دہنی طرف بیٹھے اور آسمان کے بادلوں پر آتے دیکھو گے .
then the high priest rent his clothes saying he hath spoken blasphemy what further need have we of witnesses behold now ye have heard his blasphemy,اس پر سردار کاہن نے یہ کہہ کر اپنے کپڑے پھاڑے کہ اس نے کفر بکا ہے . اب ہم کو گواہوں کی کیا حاجت رہی دیکھو تم نے ابھی یہ کفر سنا . تمہاری کیا رائے ہے
what think ye they answered and said he is guilty of death,انہوں نے جواب میں کہا وہ قتل کے لائق ہے .
then did they spit in his face and buffeted him and others smote him with the palms of their hands,اس پر انہوں نے اس کے منہ پر تھوکا اور اس کے مکّے مارے اور بعض نے طمانچے مار کر کہا .
saying prophesy unto us thou christ who is he that smote thee,اے مسیح ہمیں نبوّت سے بتا کہ تجھے کس نے مارا
now peter sat without in the palace and a damsel came unto him saying thou also wast with jesus of galilee,اور پطرس باہر صحن میں بیٹھا تھا کہ ایک لونڈی نے اس کے پاس آکر کہا تو بھی یسوع گلیلی کے ساتھ تھا .
but he denied before them all saying i know not what thou sayest,اس نے سب کے سامنے یہ کہہ کر انکار کیا کہ میں نہیں جانتا تو کیا کہتی ہے .
and when he was gone out into the porch another maid saw him and said unto them that were there this fellow was also with jesus of nazareth,اور جب وہ ڈیوڑھی میں چلا گیا تو دوسری نے اسے دیکھا اور جو وہاں تھے ان سے کہا یہ بھی یسوع ناصری کے ساتھ تھا .
and again he denied with an oath i do not know the man,اس نے قسم کھاکر پھر انکار کیا کہ میں اس آدمی کو نہیں جانتا .
and after a while came unto him they that stood by and said to peter surely thou also art one of them for thy speech bewrayeth thee,تھوڑی دیر کے بعد جو وہاں کھڑے تھے انہوں نے پطرس کے پاس آکر کہا بیشک توبھی ان میں سے ہے کیونکہ تیری بولی سے بھی ظاہر ہوتا ہے .
then began he to curse and to swear saying i know not the man and immediately the cock crew,اس پر وہ لعنت کرنے اور قسم کھانے لگا کہ میں اس آدمی کو نہیں جانتا اور فی الفور مرغ نے بانگ دی .
and peter remembered the word of jesus which said unto him before the cock crow thou shalt deny me thrice and he went out and wept bitterly,پطرس کو یسوع کی وہ بات یاد آئی جو اس نے کہی تھی کہ مرغ کے بانگ دینے سے پہلے تو تین بار میرا انکار کرے گا اور وہ باہر جاکر زار زار رویا .
when the morning was come all the chief priests and elders of the people took counsel against jesus to put him to death,جب صبح ہوئی تو سب سردار کاہنوں اور قوم کے بزرگوں نے یسوع کے خلاف مشورہ کیا کہ اسے مار ڈالیں .
and when they had bound him they led him away and delivered him to pontius pilate the governor,اور اسے باندھ کر لے گئے اور پیلاطس حاکم کے حوالہ کیا .
then judas which had betrayed him when he saw that he was condemned repented himself and brought again the thirty pieces of silver to the chief priests and elders,جب اس کے پکڑوانے والے یہوداہ نے یہ دیکھا کہ وہ مجرم ٹھہرایا گیا تو پچھتایا اور وہ تیس روپے سردار کاہنوں اور بزرگوں کے پاس واپس لاکر کہا .
saying i have sinned in that i have betrayed the innocent blood and they said what is that to us see thou to that,میں نے گناہ کیا کہ بے قصور کو قتل کے لئے پکڑوایا انہوں نے کہا ہمیں کیا تو جان .
and he cast down the pieces of silver in the temple and departed and went and hanged himself,اور وہ روپیوں کو مقدس میں پھینک کر چلا گیا اور جاکر اپنے آپ کو پھانسی دی .
and the chief priests took the silver pieces and said it is not lawful for to put them into the treasury because it is the price of blood,سردار کاہنوں نے روپے لے کر کہا ان کو ہیکل کے خزانہ میں ڈالنا روا نہیں کیونکہ یہ خون کی قیمت ہے .
and they took counsel and bought with them the potter s field to bury strangers in,پس انہوں نے مشورہ کرکے ان روپیوں سے کمہار کا کھیت پردیسیوں کے دفن کرنے کے لئے خریدا .
wherefore that field was called the field of blood unto this day,اس سبب سے وہ کھیت آج تک خون کا کھیت کہلاتا ہے .
then was fulfilled that which was spoken by jeremy the prophet saying and they took the thirty pieces of silver the price of him that was valued whom they of the children of israel did value,اس وقت وہ پورا ہوا جو یرمیاہ نبی کی معرفت کہا گیا تھا کہ جسکی قیمت ٹھہرائی گئی تھی انہوں نے اس کی قیمت کے وہ تیس روپے لے لئے . اس کی قیمت بعض بنی اسرائیل نے ٹھہرائی تھی .
and gave them for the potter s field as the lord appointed me,اور ان کو کمہار کے کھیت کے لئے دیا جیسا خداوند نے مجھے حکم دیا .
and jesus stood before the governor and the governor asked him saying art thou the king of the jews and jesus said unto him thou sayest,یسوع حاکم کے سامنے کھڑا تھا اور حاکم نے اس سے یہ پوچھا کہ کیا تو یہودیوں کا بادشاہ ہے یسوع نے اس سے کہا تو خود کہتا ہے .
and when he was accused of the chief priests and elders he answered nothing,اور جب سردار کاہن اور بزورگ اس پر الزام لگا رہے تھے اس نے کچھ جواب نہ دیا .
then said pilate unto him hearest thou not how many things they witness against thee,اس پر پیلاطس نے اس سے کہا کیا تو نہیں سنتا یہ تیرے خلاف کتنی گواہیاں دیتے ہیں
and he answered him to never a word insomuch that the governor marvelled greatly,اس نے ایک بات کا بھی اس کو جواب نہ دیا . یہاں تک کہ حاکم نے بہت تعّجب کیا .
now at that feast the governor was wont to release unto the people a prisoner whom they would,اور حاکم کا دستور تھا کہ عید پر لوگوں کی خاطر ایک قیدی جسے وہ چاہتے تھے چھوڑ دیتا تھا .
and they had then a notable prisoner called barabbas,اس وقت برابّا نام ان کا ایک مشہور قیدی تھا .
therefore when they were gathered together pilate said unto them whom will ye that i release unto you barabbas or jesus which is called christ,پس جب وہ اکٹھّے ہوئے تو پیلاطس نے ان سے کہا تم کسے چاہتے ہو کہ میں تمہاری خاطر چھوڑ دوں برابّا کو یا یسوع کو جو مسیح کہلاتا ہے
for he knew that for envy they had delivered him,کیونکہ اسے معلوم تھا کہ انہوں نے اس کو حسد سے پکڑوایا ہے .
when he was set down on the judgment seat his wife sent unto him saying have thou nothing to do with that just man for i have suffered many things this day in a dream because of him,اور جب وہ تخت عدالت پر بیٹھا تھا تو اس کی بیوی نے اسے کہلا بھیجا کہ تو اس راستباز سے کچھ کام نہ رکھ کیونکہ میں نے آج خواب میں اس کے سبب سے بہت دکھ اٹھایا ہے .
but the chief priests and elders persuaded the multitude that they should ask barabbas and destroy jesus,لیکن سردار کاہنوں اور بزرگوں نے لوگوں کو ابھارا کہ برابّا کو مانگ لیں اور یسوع کو ہلاک کرائیں .
the governor answered and said unto them whether of the twain will ye that i release unto you they said barabbas,حاکم نے ان سے کہا کہ ان دونوں میں سے کس کو چاہتے ہو کہ تمہاری خاطر چھوڑ دوں انہوں نے کہا برابّا کو .
pilate saith unto them what shall i do then with jesus which is called christ they all say unto him let him be crucified,پیلاطس نے ان سے کہا پھر یسوع کو جو مسیح کہلاتا ہے کیا کروں سب نے کہا وہ مصلوب ہو .
and the governor said why what evil hath he done but they cried out the more saying let him be crucified,اس نے کہا کیوں اس نے کیا برائی کی ہے مگر وہ اور بھی چلاّ چلاّ کر کہنے لگے وہ مصلوب ہو .
when pilate saw that he could prevail nothing but that rather a tumult was made he took water and washed his hands before the multitude saying i am innocent of the blood of this just person see ye to it,جب پیلاطس نے دیکھا کہ کچھ بن نہیں پڑتا بلکہ الٹا بلوا ہوتا جاتا ہے تو پانی لے کر لوگوں کے روبرو اپنے ہاتھ دھوئے اور کہا کہ میں اس راستباز کے خون سے بری ہوں . تم جانو .
then answered all the people and said his blood be on us and on our children,سب لوگوں نے جواب میں کہا اس کا خون ہماری اور ہماری اولاد کی گردن پر
then released he barabbas unto them and when he had scourged jesus he delivered him to be crucified,اس پر اس نے برابّا کو ان کی خاطر چھوڑ دیا اور یسوع کو کوڑے لگوا کر حوالہ کیا کہ مصلوب ہو .
then the soldiers of the governor took jesus into the common hall and gathered unto him the whole band of soldiers,اس پر حاکم کے سپاہیوں نے یسوع کو قلعہ میں لے جاکر ساری پلٹن اس کے گرد جمع کی .
and they stripped him and put on him a scarlet robe,اور اس کے کپڑے اتار کر اسے قرمزی چوغہ پہنایا .
and when they had platted a crown of thorns they put it upon his head and a reed in his right hand and they bowed the knee before him and mocked him saying hail king of the jews,اور کانٹوں کا تاج بناکر اس کے سر پر رکھّا اور ایک سرکنڈا اس کے دہنے ہاتھ میں دیا اور اس کے آگے گھٹنے ٹیک کر اسے ٹھٹھّوں میں اڑانے لگے کہ اے یہودیوں کے بادشاہ آداب
and they spit upon him and took the reed and smote him on the head,اور اس پر تھوکا اور وہی سرکنڈا لے کر اس کے سر پر مارنے لگے .
and after that they had mocked him they took the robe off from him and put his own raiment on him and led him away to crucify him,اور جب اس کا ٹھٹھّا کر چکے تو چوغہ کو اس پر سے اتار کر پھر اسی کے کپڑے اسے پہنائے اور مصلوب کرنے کو لے گئے .
and as they came out they found a man of cyrene simon by name him they compelled to bear his cross,جب باہر آئے تو انہوں نے شمعون نام ایک کرینی آدمی کو پاکر اسے بیگار میں پکڑا کہ اس کی صلیب اٹھائے .
and when they were come unto a place called golgotha that is to say a place of a skull,اور اس جگہ جو گلگتا یعنی کھوپڑی کی جگہ کہلاتی ہے پہنچکر .
they gave him vinegar to drink mingled with gall and when he had tasted thereof he would not drink,پت ملی ہوئی مے اسے پینے کو دی مگر اس نے چکھ کر پینا نہ چاہا .
and they crucified him and parted his garments casting lots that it might be fulfilled which was spoken by the prophet they parted my garments among them and upon my vesture did they cast lots,اور انہوں نے اسے مصلوب کیا اور اس کے کپڑے قرعہ ڈال کر بانٹ لئے .
and sitting down they watched him there,اور وہاں بیٹھ کر اس کی نگہبانی کرنے لگے .
and set up over his head his accusation written this is jesus the king of the jews,اور اس کا الزام لکھ کر اس کے سر سے اوپر لگا دیا کہ یہ یہودیوں کا بادشاہ یسوع ہے .
then were there two thieves crucified with him one on the right hand and another on the left,اس وقت اس کے ساتھ دو ڈاکو مصلوب ہوئے . ایک دہنے اور ایک بائیں .
and they that passed by reviled him wagging their heads,اور راہ چلنے والے سر ہلا ہلا کر اس کو لعن طعن کرتے اور کہتے تھے .
and saying thou that destroyest the temple and buildest it in three days save thyself if thou be the son of god come down from the cross,اے مقدس کو ڈھانے والے اور تین دن میں بنانے والے اپنے تئیں بچا . اگر تو خدا کا بیٹا ہے تو صلیب پر سے اتر آ .
likewise also the chief priests mocking him with the scribes and elders said,اسی طرح سردار کاہن بھی فقیہوں اور بزرگوں کے ساتھ ملکر ٹھٹھّے سے کہتے تھے .
he saved others himself he cannot save if he be the king of israel let him now come down from the cross and we will believe him,اس نے اوروں کو بچایا . اپنی تئیں نہیں بچا سکتا . یہ تو اسرائیل کا بادشاہ ہے . اب صلیب پر سے اتر آئے تو ہم اس پر ایمان لائیں .
he trusted in god let him deliver him now if he will have him for he said i am the son of god,اس نے خدا پر بھروسہ کیا ہے اگر وہ اسے چاہتا ہے تو اب اس کو چھڑا لے کیونکہ اس نے کہا تھا میں خدا کا بیٹا ہوں .
the thieves also which were crucified with him cast the same in his teeth,اسی طرح ڈاکو بھی جو اس کے ساتھ مصلوب ہوئے تھے اس پر لعن طعن کرتے تھے .
now from the sixth hour there was darkness over all the land unto the ninth hour,اور دوپہر سے لے کر تیسرے پہر تک تمام ملک میں اندھیرا چھایا رہا .
and about the ninth hour jesus cried with a loud voice saying eli eli lama sabachthani that is to say my god my god why hast thou forsaken me,اور تیسرے پہر کے قریب یسوع نے بڑی آواز سے چلاّ کر کہا ایلی . ایلی . لما شبقتنی یعنی اے میرے خدا اے میرے خدا تو نے مجھے کیوں چھوڑ دیا
some of them that stood there when they heard that said this man calleth for elias,جو وہاں کھڑے تھے ان میں سے بعض نے سنکر کہا یہ ایلیّاہ کو پکارتا ہے .
and straightway one of them ran and took a spunge and filled it with vinegar and put it on a reed and gave him to drink,اور فورا ان میں سے ایک شخص دوڑا اور سپنج لے کر سرکہ میں ڈبویا اور سرکنڈے پر رکھ کر اسے چسایا .
the rest said let be let us see whether elias will come to save him,مگر باقیوں نے کہا ٹھہر جاؤ . دیکھیں تو ایلیّاہ اسے بچانے آتا ہے یا نہیں .
jesus when he had cried again with a loud voice yielded up the ghost,یسوع نے پھر بڑی آواز سے چلاّ کر جان دے دی .
and behold the veil of the temple was rent in twain from the top to the bottom and the earth did quake and the rocks rent,اور مقدس کا پردہ اوپر سے نیچے تک پھٹ کر دو ٹکڑے ہوگیا اور زمین لرزی اور چٹانیں تڑک گئیں .
and the graves were opened and many bodies of the saints which slept arose,اور قبریں کھل گئیں اور بہت سے جسم ان مقدّسوں کے جو سو گئے تھے جی اٹھے .
and came out of the graves after his resurrection and went into the holy city and appeared unto many,اور اس کے جی اٹھنے کے بعد قبروں سے نکل کر مقدّس شہروں میں گئے اور بہتوں کو دکھائی دئے .
now when the centurion and they that were with him watching jesus saw the earthquake and those things that were done they feared greatly saying truly this was the son of god,پس صوبہ دار اور جو اس کے ساتھ یسوع کی نگہبانی کرتے تھے بھونچال اور تمام ماجرا دیکھ کر بہت ہی ڈر کر کہنے لگے کہ بیشک یہ خدا کا بیٹا تھا .
and many women were there beholding afar off which followed jesus from galilee ministering unto him,اور وہاں بہت سی عورتیں جو گلیل سے یسوع کی خدمت کرتی ہوئی اس کے پیچھے پیچھے آئی تھیں دور سے دیکھ رہی تھیں .
among which was mary magdalene and mary the mother of james and joses and the mother of zebedee s children,ان میں مریم مگدلینی تھی اور یعقوب اور یوسیس کی ماں مریم اور زبدی کے بیٹوں کی ماں .
when the even was come there came a rich man of arimathaea named joseph who also himself was jesus disciple,جب شام ہوئی تو یوسف نام ارمتیاہ کا ایک دولتمند آدمی آیا جو خود بھی یسوع کا شاگرد تھا .
he went to pilate and begged the body of jesus then pilate commanded the body to be delivered,اس نے پیلاطس کے پاس جاکر یسوع کی لاش مانگی . اس پر پیلاطس نے دے دینے کا حکم دیا .
and when joseph had taken the body he wrapped it in a clean linen cloth,اور یوسف نے لاش کو لے کر صاف مہین چادر میں لپیٹا .
and laid it in his own new tomb which he had hewn out in the rock and he rolled a great stone to the door of the sepulchre and departed,اور اپنی نئی قبر میں جو اس نے چٹان میں کھدوائی تھی رکھّا . پھر وہ ایک بڑا پتھّر قبر کے منہ پر لڑھکا کر چلا گیا .
and there was mary magdalene and the other mary sitting over against the sepulchre,اور مریم مگدلینی اور دوسری مریم وہاں قبر کے سامنے بیٹھی تھیں .
now the next day that followed the day of the preparation the chief priests and pharisees came together unto pilate,دوسرے دن جو تیّاری کے بعد کا دن تھا سردار کاہنوں اور فریسیوں نے پیلاطس کے پاس جمع ہوکر کہا .
saying sir we remember that that deceiver said while he was yet alive after three days i will rise again,خداوند ہمیں یاد ہے کہ اس دھوکے باز نے جیتے جی کہا تھا میں تین دن کے بعد جی اٹھونگا .
pilate said unto them ye have a watch go your way make it as sure as ye can,پیلاطس نے ان سے کہا تمہارے پاس پہرے والے ہیں . جاؤ جہاں تک تم سے ہوسکے اس کی نگہابانی کرو .
so they went and made the sepulchre sure sealing the stone and setting a watch,پس وہ پہرے والوں کو ساتھ لے کر گئے اور پتھّر پر مہر کرکے قبر کی نگہابانی کی .
in the end of the sabbath as it began to dawn toward the first day of the week came mary magdalene and the other mary to see the sepulchre,اور سبت کے بعد ہفتہ کے پہلے دن پو پھٹتے وقت مریم مگدلینی اور دوسری مریم قبر کو دیکھنے آئیں .
and behold there was a great earthquake for the angel of the lord descended from heaven and came and rolled back the stone from the door and sat upon it,اور دیکھو ایک بڑا بھونچال آیا کیونکہ خداوند کا فرشتہ آسمان سے اترا اور پاس آکر پتھّر کو لڑھکا دیا اور اس پر بیٹھ گیا .
his countenance was like lightning and his raiment white as snow,اس کی صورت بجلی کی مانند تھی اور اس کی پوشاک برف کی مانند سفید تھی .
and for fear of him the keepers did shake and became as dead men,اور اس کے ڈر سے نگہابان کانپ اٹھے اور مردہ سے ہوگئے .
and the angel answered and said unto the women fear not ye for i know that ye seek jesus which was crucified,فرشتہ نے عورتوں سے کہا تم نہ ڈرو کیونکہ میں جانتا ہوں کہ تم یسوع کو ڈھونڈتی ہو جو مصلوب ہؤا تھا .
he is not here for he is risen as he said come see the place where the lord lay,وہ یہاں نہیں ہے کیونکہ اپنے کہنے کے مطابق جی اٹھا ہے . آؤ یہ جگہ دیکھو جہاں خداوند پڑا تھا .
and go quickly and tell his disciples that he is risen from the dead and behold he goeth before you into galilee there shall ye see him lo i have told you,اور جلد جاکر اس کے شاگردوں سے کہو کہ وہ مردوں میں سے جی اٹھا ہے اور دیکھو وہ تم سے پہلے گلیل کو جاتا ہے . وہاں تم اس کو دیکھو گے . دیکھو میں نے تم سے کہہ دیا ہے .
and they departed quickly from the sepulchre with fear and great joy and did run to bring his disciples word,اور وہ خوف اور بڑی خوشی کے ساتھ قبر سے روانہ ہوکر اس کے شاگردوں کو خبر دینے دوڑیں .
and as they went to tell his disciples behold jesus met them saying all hail and they came and held him by the feet and worshipped him,اور دیکھو یسوع ان سے ملا اور اس نے کہا سلام انہوں نے پاس آکر اس کے قدم پکڑے اور اسے سجدہ کیا .
then said jesus unto them be not afraid go tell my brethren that they go into galilee and there shall they see me,اس پر یسوع نے ان سے کہا ڈرو نہیں . جاؤ میرے بھائیوں کو خبر دو تاکہ گلیل کو چلے جائیں . وہاں مجھے دیکھیں گے .
now when they were going behold some of the watch came into the city and shewed unto the chief priests all the things that were done,جب وہ جارہی تھیں تو دیکھو پہرے والوں میں سےبعض نے شہر میں آکر تمام ماجرا سردار کاہنوں سے بیان کیا .
and when they were assembled with the elders and had taken counsel they gave large money unto the soldiers,اور انہوں نے بزرگوں کے ساتھ جمع ہوکرمشورہ کیا اور سپاہیوں کو بہت سے روپیہ دے کر کہا .
saying say ye his disciples came by night and stole him away while we slept,یہ کہہ دینا کہ رات کو جب ہم سو رہے تھے تو اس کے شاگرد آکر اسے چرا لے گئے .
and if this come to the governor s ears we will persuade him and secure you,اور اگر یہ بات حاکم کے کان تک پہنچی تو ہم اسے سمجھا کر تم کو خطرہ سے بچالیں گے .
so they took the money and did as they were taught and this saying is commonly reported among the jews until this day,پس انہوں نے روپیہ لے کر جیسا سکھایا گیا تھا ویسا ہی کیا اور یہ بات آج تک یہودیوں میں مشہور ہے .
then the eleven disciples went away into galilee into a mountain where jesus had appointed them,اور گیارہ شاگرد گلیل کے اس پہاڑ پر گئے جو یسوع نے ان کے لئے مقرّر کیا تھا .
and when they saw him they worshipped him but some doubted,اور انہوں نے اسے دیکھ کر سجدہ کیا مگر بعض نے شک کیا .
and jesus came and spake unto them saying all power is given unto me in heaven and in earth,یسوع نے پاس آکر ان سے باتیں کیں اور کہا کہ آسمان اور زمین کا کل اختیار مجھے دیا گیا ہے .
go ye therefore and teach all nations baptizing them in the name of the father and of the son and of the holy ghost,پس تم جاکر سب قوموں کو شاگرد بناؤ اور ان کو باپ اور بیٹے اور روح القدس کے نام سے بپتسمہ دو .
teaching them to observe all things whatsoever i have commanded you and lo i am with you alway even unto the end of the world amen,اور ان کو یہ تعلیم دو کہ ان سب باتوں پر عمل کریں جنکا میں نے تم کو حکم دیا اور دیکھو میں دنیا کے آخر تک ہمیشہ تمہارے ساتھ ہوں .
the beginning of the gospel of jesus christ the son of god,یسوع مسیح ابن خدا کی خوشخبری کا شروع .
as it is written in the prophets behold i send my messenger before thy face which shall prepare thy way before thee,جیسا یسعیاہ نبی کی کتاب میں لکھا ھے کہ دیکھ میں اپنا پیغمبر تیرے آگے بھیجتا ھوں جو تیری راہ تیار کرے گا .
the voice of one crying in the wilderness prepare ye the way of the lord make his paths straight,بیابان میں پکارنے والے کی آواز آتی ھے کہ خداوند کی راہ تیار کرو . اس کے راستے سیدے بناو .
john did baptize in the wilderness and preach the baptism of repentance for the remission of sins,یوحناّ آیا اور بپتسمہ دیتا اور گناھوں کی معافی کے لئے توبہ کے بپتسمہ کی منادی کرتا تھا .
and there went out unto him all the land of judaea and they of jerusalem and were all baptized of him in the river of jordan confessing their sins,اور یہودیہ کے ملک کے سب لوگ اور یروشلم کے سب رھنے والے نکل کراس کے پاس گئے اورانھوں نے اپنے گناھوں کا اقرار کرکے دریای یردن میں اس سے بپتسمہ لیا .
and john was clothed with camel s hair and with a girdle of a skin about his loins and he did eat locusts and wild honey,اور یوحنا اونٹ کے بالوں کا لباس پھنے اورچمڑے کا پٹکا اپنی کمر سے باندھے رھتا اور ٹڈ یاں اور جنگلی شھد کھاتا تھا .
and preached saying there cometh one mightier than i after me the latchet of whose shoes i am not worthy to stoop down and unloose,اور منادی کرتا تھا کے میرے بعد وہ شخص آنے والا ہے جو مجھ سے زور آور ھے میں اس لائق نھیں کہ جھک کر اس کی جوتیوں کا تسمہ کھولوں .
i indeed have baptized you with water but he shall baptize you with the holy ghost,میں نے تو تمکو پانی سے بپتسمہ دیا مگر وہ تمکو روح القدوس سے بپتسمہ دے گا .
